StockCode,Description,Quantity,CATEGORY,TYPE
22206,"MUG , DOTCOMGIFTSHOP.COM ",14,MUG,
37491B,BLUE/YELLOW CERAMIC CANDLE HOLDER,14,OTHER HOLDER,
44242A,LILAC FEATHERS CURTAIN,14,OTHER ,
48173c,DOOR MAT BLACK FLOCK ,14,OTHER ,
82069,BEECH WOOD P/FRAME,14,FRAMES,
82613b,"METAL SIGN,CUPCAKE SINGLE HOOK",14,SIGN,
84050,check,14,OTHER ,
84228,HEN HOUSE WITH CHICK STANDING,14,OTHER ,
84510e,SET OF 4 GREEN CAROUSEL COASTERS,14,OTHER ,
84632,DECORATIVE HANGING SHELVING UNIT,14,OTHER ,
84653,GREEN ROSE QUILT ,14,OTHER ,
84706B,FAIRY CAKES TABLE CLOCK,14,OTHER ,
84732D,CUTE RABBIT CEATURE SCREEN ,14,OTHER ,
85018A,S/6 PAPER BOXES ROMANTIC IMAGES,14,OTHER ,
85018B,S/6 PAPER BOXES BLOSSOM IMAGES ,14,OTHER ,
85186B,BUNNY BUNCH OF FLOWERS,14,OTHER ,
90024E,NEW BAROQUE B'FLY NECKLACE MONTANA,14,OTHER ,
90127A,PINK BEADS+HAND PHONE CHARM,14,OTHER ,
90128D,PURPLE LEAVES AND BEADS PHONE CHAR,14,OTHER ,
90141C,TURQ PENDANT TRIPLE SHELL NECKLACE,14,OTHER ,
90181A,AMBER GLASS/SHELL/PEARL NECKLACE,14,OTHER ,
gift_0001_10,Dotcomgiftshop Gift Voucher £10.00,14,OTHER ,
20820,SILVER LOOKING MIRROR,13,OTHER ,
21339,MARAKESH LANTERN LARGE,13,OTHER ,
21760,FRENCH STYLE WALL DRESSER,13,OTHER ,
21992,check,13,OTHER ,
22839,"CAKE TIN, 3 TIER MINT/IVORY",13,OTHER ,
23389,SPACEBOY MINI RUCKSACK,13,OTHER ,
23463,VINTAGE ZINC WATERING CAN,13,OTHER ,
23502,PLAYING CARDS VINTAGE DOILEY ,13,PLAYING CARDS,
37477B,"FLOWER FAIRY MUG+COASTER,LAVENDER",13,MUG,
47590b,PINK HAPPY BIRTHDAY BUNTING,13,BUNTING,
47593A,found,13,OTHER ,
48173C,damaged,13,OTHER ,
72740A,LARGE STRAWBERRY CHOCOLATE CANDLE,13,CANDLES,
82613c,"METAL SIGN,CUPCAKE SINGLE HOOK",13,SIGN,
84456,SET OF 3 RABBIT EGG EASTER,13,OTHER ,
84529B,BLUE KNITTED KID'S RUCKSACK,13,OTHER ,
84536b,FAIRY CAKES NOTEBOOK A7 SIZE,13,OTHER ,
84550,CROCHET LILAC/RED BEAR KEYRING,13,OTHER ,
84558a,3D DOG PICTURE PLAYING CARDS,13,PLAYING CARDS,
84596b,SMALL DOLLY MIX DESIGN ORANGE BOWL,13,OTHER ,
84679,CLASSICAL ROSE TABLE LAMP,13,OTHER ,
84705A,ENGLISH ROSE PHOTO FRAME ,13,FRAMES,
84875A,PINK SQUARE COMPACT MIRROR,13,OTHER ,
84886,BLUE METAL WALL SHELF,13,OTHER ,
84899E,YELLOW BROWN BEAR FELT PURSE KIT,13,PURSE,OTHER
84966A,PINK KASHMIRI BOXED MIRROR,13,OTHER ,
84968e,SET OF 16 VINTAGE BLACK CUTLERY,13,OTHER ,
85017C,Found,13,OTHER ,
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,13,OTHER ,
90002E,FLOWER BURST SILVER RING GREEN,13,OTHER ,
90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,13,OTHER ,
90024D,NEW BAROQUE B'FLY NECKLACE PINK,13,OTHER ,
90027C,GLASS BEAD HOOP EARRINGS GREEN,13,OTHER ,
90049,IVORY GOLD METAL BAG CHARM,13,BAG,
90130D,RED STONE/CRYSTAL EARRINGS,13,OTHER ,
90141B,IVORY PENDANT TRIPLE SHELL NECKLACE,13,OTHER ,
90214U,"LETTER ""U"" BLING KEY RING",13,OTHER ,
DCGS0076,SUNJAR LED NIGHT NIGHT LIGHT,13,OTHER ,
21829,adjustment,12,OTHER ,
22195,HEART MEASURING SPOONS LARGE,12,OTHER ,
22196,HEART MEASURING SPOONS SMALL,12,OTHER ,
22241,"GARLAND , WOODEN  "" HAPPY EASTER""",12,OTHER ,
22408,TIN CAN CONFECTIONERY DESIGN,12,OTHER ,
22641,SET OF 4 NAPKIN CHARMS INSTUMENT   ,12,OTHER ,
22832,SWEETHEART WIRE WALL TIDY,12,OTHER ,
22853,"CAT BOWL, ENAMEL , CREAM COLOUR",12,OTHER ,
22937,BAKING MOULD CUPCAKE CHOCOLATE,12,OTHER ,
22954,HEN PARTY BANNER TAPE,12,OTHER ,
23029,DOORKNOB CRACKED GLAZE GREEN,12,OTHER ,
23031,DOORKNOB CRACKED GLAZE PINK,12,OTHER ,
23040,PAPER LANTERN 9 POINT SNOW STAR,12,OTHER ,
23212,PAINTED HEART WREATH WITH BELL,12,OTHER ,
23214,BELL HEART ANTIQUE GOLD,12,OTHER ,
23244,CANNISTER VINTAGE LEAF DESIGN,12,OTHER ,
23249,ENAMEL DINNER PLATE PANTRY,12,PLATES,
23251,ENAMEL MUG PANTRY,12,MUG,
23413,DECROTIVEVINTAGE COFFEE GRINDER BOX,12,OTHER ,
23449,SET OF 6 EASTER RAINBOW CHICKS,12,OTHER ,
23465,TUSCAN VILLA FEEDING STATION,12,OTHER ,
23466,TUSCAN VILLA DOVECOTE,12,OTHER ,
23537,I LOVE LONDON WALL ART,12,OTHER ,
23574,PACKING CHARGE,12,OTHER ,
35654,VINTAGE BEAD FILLED PINK CUSHION,12,OTHER ,
35817P,PINK ACRYLIC JEWEL SNOWFLAKE,12,OTHER ,
37481,CUBIC MUG TEATIME CAKES,12,MUG,
78026,SEAGRASS S/3 SQU LAUNDRY BOX,12,OTHER ,
79151B,"SILICON CUBE 25W, BLUE",12,OTHER ,
84030C,KNITTED RAINBOW HOT WATER BOTTLE,12,OTHER ,
84427B,BLACK GLASS TV DOUBLE P/FRAME 15X10,12,FRAMES,
84586L,"PINK ROSES/GINGHAM PATCH RABBIT 8""",12,PATCH,
84891B,GREEN WIRE GOBLET CANDLEHOLDER,12,OTHER HOLDER,
85147,JARDIN ETCHED GLASS CANDLEHLDR LONG,12,CANDLES,
85184B,SET 4 EASTER DECOUPAGE OVAL BOXES,12,OTHER ,
85185F,LION SOCK PUPPET,12,OTHER ,
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,12,OTHER ,
90012A,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,12,OTHER ,
90163B,WHITE ROSEBUD & PEARL NECKLACE,12,OTHER ,
90177A,CLASSIC DIAMANTE EARRINGS JET,12,OTHER ,
90179A,AMBER FINE BEAD NECKLACE W TASSEL,12,OTHER ,
90183C,BLACK DROP EARRINGS W LONG BEADS,12,OTHER ,
DCGS0003,BOXED GLASS ASHTRAY,12,OTHER ,
16245A,PINK MINI STATIONERY SET W CASE,11,OTHER ,
21764,VINTAGE WOODEN PLATE RACK,11,PLATES,
23020,GLASS SONGBIRD STORAGE JAR,11,OTHER ,
23613,SET 10 XMAS CARDS & BADGES 17070,11,OTHER ,
23637,SET 10 CARDS OUT OF ORDER 17216,11,OTHER ,
35233,PASTA ENAMEL/BRASS CONTAINER,11,OTHER ,
35597A,DUSTY PINK CHRISTMAS TREE 30CM,11,OTHER ,
35611B,BLACK ASSORTED DROPLET DECORATION,11,DECORATIONS,
35809a,ENAMEL PINK TEA CONTAINER,11,OTHER ,
48103,DOOR MAT KISS MY.......,11,OTHER ,
62097B,BLUE STRIPES SHOULDER BAG,11,BAG,
72814,SET/3 CHRISTMAS BRIAR CANDLES,11,CANDLES,
81953B,ROUND BLUE CLOCK WITH SUCKER,11,OTHER ,
82553,POP'S GREASY SPOON METAL SIGN,11,SIGN,
84311,CAMOFLAGE CUSHION COVER,11,OTHER ,
84387A,BIRD ON BRANCH CANVAS SCREEN,11,OTHER ,
84425A,WHITE GLASS TV TRIPLE FRAME,11,FRAMES,
84964A,PINK PAINTED KASHMIRI TABLE,11,OTHER ,
84984B,RED PEONY DES C/COVER ,11,OTHER ,
85132a,CHARLIE + LOLA BISCUITS TINS,11,OTHER ,
90011C,GREEN CRYSTAL DROP EARRINGS,11,OTHER ,
90014A,SILVER M.O.P. ORBIT NECKLACE,11,OTHER ,
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,11,OTHER ,
90026A,GLASS BEAD HOOP NECKLACE BLACK,11,OTHER ,
90037D,TINY CRYSTALS BRACELET BLACK,11,OTHER ,
90042B,FRESHWATER PEARL BRACELET PINK,11,OTHER ,
90046,WHITE WITH METAL BAG CHARM,11,BAG,
90053,CRACKED GLAZE EARRINGS IVORY,11,OTHER ,
90076,MONTANA DIAMOND CLUSTER EARRINGS,11,OTHER ,
90135A,ORANGE/FUSCHIA STONES NECKLACE,11,OTHER ,
90142D,MOP PENDANT SHELL NECKLACE,11,OTHER ,
90150,BLUE SHELL+SILVER NECKLACE,11,OTHER ,
90182C,BLACK 3 BEAD DROP EARRINGS,11,OTHER ,
90189A,SILVER 2 STRAND NECKLACE-LEAF CHARM,11,OTHER ,
90196B,BLACK GEMSTONE NECKLACE 45CM,11,OTHER ,
21794,adjustment,10,OTHER ,
21823,amazon adjust,10,OTHER ,
21950,SET OF 6 DOTS CHOPSTICKS,10,OTHER ,
22252,BIRDCAGE DECORATION MAGIC GARDEN,10,DECORATIONS,
22384,LUNCH BAG PINK POLKADOTS,10,BAG,
22844,"DOG FOOD CONTAINER , VINTAGE",10,OTHER ,
22845,"CAT FOOD CONTAINER , VINTAGE",10,OTHER ,
22889,"NUMBER TILE VINTAGE FONT, No ",10,OTHER ,
23045,PAPER LANTERN 5 POINT STAR MOON 30,10,OTHER ,
23065,LARGE JEWELLERY STAND,10,OTHER ,
23118,dotcom adjust,10,OTHER ,
23620,SET 10 CARDS PERFECT POST 17090,10,OTHER ,
37348,SET OF 4 PASTEL STACKING MUGS,10,MUG,
46000U,check,10,OTHER ,
72753C,S/3 FLWR FAIRY ROSE CANDLES,10,CANDLES,
84201C,HAPPY BIRTHDAY CARD TEDDY/CAKE,10,OTHER ,
84510c,SET OF 4 POLKADOTS COASTERS,10,OTHER ,
84743C,ORANGE FELT VASE + FLOWERS,10,OTHER ,
84984C,ORIENTAL BLUE C/COVER ,10,OTHER ,
84984D,ORIENTAL RED C/COVER ,10,OTHER ,
84985a,SET OF 72 GREEN PAPER DOILIES,10,OTHER ,
84989b,75 BLACK FAIRY CAKE CASES,10,CAKE CASES,OTHER
85014a,BLACK/BLUE DOTS RUFFLED UMBRELLA,10,OTHER ,
85124a,PINK JUICY FRUIT PHOTO FRAME,10,FRAMES,
85132b,CHARLIE AND LOLA TABLE TINS,10,OTHER ,
90001A,ANTIQUE RASPBERRY FLOWER EARRINGS,10,OTHER ,
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,10,OTHER ,
90026D,GLASS BEAD HOOP NECKLACE AMETHYST,10,OTHER ,
90027A,GLASS BEAD HOOP EARRINGS BLACK,10,OTHER ,
90055,CRACKED GLAZE EARRINGS BROWN,10,OTHER ,
90067B,BROWN VINTAGE VICTORIAN EARRINGS,10,OTHER ,
90069,RUBY GLASS CLUSTER NECKLACE,10,OTHER ,
90075,MONTANA DIAMOND CLUSTER NECKLACE,10,OTHER ,
gift_0001_20,to push order througha s stock was ,10,OTHER ,
18010,ASSORTED FRAGRANCE BATH CONFETTI,9,OTHER ,
18094C,WHITE/BLUE RECT CERAMIC OIL BURNER,9,OTHER ,
21337,SILVER WASHBAG,9,BAG,
22069, BROWN  PIRATE TREASURE CHEST ,9,OTHER ,
22606,check,9,OTHER ,
23625,SET 6 CARDS SPARKLY REINDEER 17262,9,OTHER ,
23636,SET 10 CARDS WISHING TREE 17116,9,OTHER ,
23640,SET 10 CARDS SCOTTIE DOG 17211,9,OTHER ,
23645,SET 10 CHRISTMAS CARDS HOHOHO 16956,9,OTHER ,
35598A,DUSTY PINK CHRISTMAS TREE 60CM,9,OTHER ,
35968,check,9,OTHER ,
37112,YELLOW BIRDS FELT DES FOODCOVER,9,OTHER ,
47570b,TEA TIME TABLE CLOTH,9,OTHER ,
72802a,ROSE SCENT CANDLE IN JEWELLED BOX,9,CANDLES,
72807a,SET/3 ROSE CANDLE IN JEWELLED BOX,9,CANDLES,
84206C,CHAMPAGNE TRAY BLANK CARD,9,OTHER ,
84292B,BLUE COL METAL FOLDING CHAIR,9,OTHER ,
84567,FROSTED GLASS WITH SILVER SURROUND,9,OTHER ,
84967C,GREEN KASHMIRI OCCASIONAL TABLE,9,OTHER ,
84984A,GREEN PEONY DES C/COVER,9,OTHER ,
85232b,SET OF 3 BABUSHKA STACKING TINS,9,OTHER ,
90027B,GLASS BEAD HOOP EARRINGS MONTANA,9,OTHER ,
90039A,FIRE POLISHED GLASS BRACELET RED,9,OTHER ,
90050,CRACKED GLAZE NECKLACE IVORY,9,OTHER ,
90078,PINK/WHITE GLASS DEMI CHOKER,9,OTHER ,
90135,ORANGE/WHT/FUSCHIA STONES NECKLACE,9,OTHER ,
90176D,DIAMANTE NECKLACE PURPLE,9,OTHER ,
90182A,AMBER 3 BEAD DROP EARRINGS,9,OTHER ,
90197D,AMBER GLASS BRACELET HEART CHARMS,9,OTHER ,
22734,FOUND,8,OTHER ,
22778,GLASS BELL JAR SMALL,8,OTHER ,
22827,GIANT SEVENTEEN DRAWER SIDEBOARD,8,OTHER ,
22848,"BREAD BIN, DINER STYLE, PINK",8,OTHER ,
22852,"DOG BOWL, ENAMEL , CREAM COLOUR",8,OTHER ,
22879,"NUMBER TILE VINTAGE FONT, 0",8,OTHER ,
22880,"NUMBER TILE VINTAGE FONT, 1",8,OTHER ,
22881,"NUMBER TILE VINTAGE FONT, 2",8,OTHER ,
22882,"NUMBER TILE VINTAGE FONT, 3",8,OTHER ,
22883,"NUMBER TILE VINTAGE FONT, 4",8,OTHER ,
22884,"NUMBER TILE VINTAGE FONT, 5",8,OTHER ,
22885,"NUMBER TILE VINTAGE FONT, 6 ",8,OTHER ,
22886,"NUMBER TILE VINTAGE FONT, 7",8,OTHER ,
22887,"NUMBER TILE VINTAGE FONT, 8",8,OTHER ,
23047,PAPER LANTERN 5 POINT STUDDED STAR,8,OTHER ,
23086,ZINC STAR T-LIGHT HOLDER ,8,T-LIGHT HOLDER/ACCESSORY,
23106,ZINC PLANT POT HOLDER,8,OTHER HOLDER,
23252,ENAMEL JUG PANTRY,8,OTHER ,
23390,DOLLY GIRL MINI RUCKSACK,8,OTHER ,
23396,BUTTERFLY CUSHION COVER,8,OTHER ,
23539,"WALL ART , LOVES' SECRET ",8,OTHER ,
23541,"WALL ART ,PUDDINGS ",8,OTHER ,
23601,SET 10 CARDS SNOWY SNOWDROPS  17100,8,OTHER ,
23607,SET 10 CARDS HATS & STOCKINGS 17081,8,OTHER ,
23616,SET 10 CARDS JINGLE BELLS 17217,8,OTHER ,
23623,SET 10 CARD CHRISTMAS WELCOME 17112,8,OTHER ,
23646,SET 10 CARDS JINGLE BELLS 16957,8,OTHER ,
35537,CANDLE RING W/CLEAR BEADS,8,CANDLES,
37409,ASSORTED DESIGN FLOWER MUGS,8,MUG,
37485,ENGLISH ROSE TEA SET IN GIFT BOX,8,OTHER ,
47563B,WAVELINE SURF IRONING BOARD COVER,8,OTHER ,
47591b,SCOTTIES CHILDRENS APRON,8,OTHER ,
72801g,4 BURGUNDY WINE DINNER CANDLES,8,CANDLES,
72805,VANILLA CANDLE IN EMBOSSED ZINC POT,8,CANDLES,
84564,6 SEGMENT COLOURED SNACK BOWL ,8,OTHER ,
84582,PINK CROCHET CAT WITH SCARF,8,OTHER ,
84622,PINK GINGHAM ROSE CUSHION COVER,8,OTHER ,
84660b,BLACK STITCHED WALL CLOCK,8,OTHER ,
84782B,BLACK 3 TIER GLASS PLATE STAND,8,OTHER ,
84795E,RIO PINK STRIPE HAMMOCK,8,OTHER ,
84857A,SILVER MONTE CARLO HANDBAG,8,BAG,
85112,S/3 TEAR DROP CUT GLASS DECORATION,8,DECORATIONS,
85160a,WHITE BIRD GARDEN DESIGN MUG,8,MUG,
90024F,NEW BAROQUE B'FLY NECKLACE CRYSTAL,8,OTHER ,
90025F,BAROQUE BUTTERFLY EARRINGS CRYSTAL,8,OTHER ,
90060D,FIRE POLISHED GLASS NECKL BRONZE,8,OTHER ,
90074,BLACK DIAMOND CLUSTER NECKLACE,8,OTHER ,
90095,NECKLACE+BRACELET SET PINK BLOSSOM,8,OTHER ,
90131,PINK/AMETHYST/GOLD NECKLACE,8,OTHER ,
90140,PINK SWEETIE NECKLACE,8,OTHER ,
90141E,ORANGE PENDANT TRIPLE SHELL NECKLAC,8,OTHER ,
90179B,PURPLE FINE BEAD NECKLACE W TASSEL,8,OTHER ,
20994,JAZZ HEARTS SPIRAL NOTEPAD,7,OTHER ,
21595,Dad's Cab Electronic Meter,7,OTHER ,
22068, BLACK PIRATE TREASURE CHEST,7,OTHER ,
22200,FRYING PAN PINK RETROSPOT,7,OTHER ,
23236,STORAGE TIN VINTAGE DOILEY ,7,OTHER ,
23627,SET 10 CARDS XMAS GRAPHIC  17218,7,OTHER ,
35979,SIX STRING SCANDINAVIAN HEART DECS,7,OTHER ,
44265,M/COLOUR POM-POM CURTAIN,7,OTHER ,
46776f,WOVEN ROSE GARDEN CUSHION COVER ,7,OTHER ,
47518f,ICON PLACEMAT POP ART ELVIS,7,OTHER ,
84660a,WHITE STITCHED WALL CLOCK,7,OTHER ,
84864A,PINK PAISLEY PHOTO ALBUM,7,OTHER ,
84899E,YELLOW + BROWN BEAR FELT PURSE KIT,7,PURSE,OTHER
85040b,SET/4 BLUE FLOWER CANDLES IN BOWL,7,CANDLES,
90026C,GLASS BEAD HOOP NECKLACE GREEN,7,OTHER ,
90043,COPPER AND BRASS BAG CHARM,7,BAG,
90081B,LILY BROOCH WHITE/SILVER COLOUR,7,OTHER ,
90132,LIGHT TOPAZ TEAL/AQUA COL NECKLACE,7,OTHER ,
90139,FLOWER BROOCH 4 ASSORTED COLOURS,7,OTHER ,
90141D,ROSE PENDANT TRIPLE SHELL NECKLACE,7,OTHER ,
90152C,BLUE/NAT SHELL NECKLACE W PENDANT,7,OTHER ,
90176A,CLASSIC DIAMANTE NECKLACE JET,7,OTHER ,
90176C,DIAMANTE NECKLACE,7,OTHER ,
90187A,BLUE DROP EARRINGS W BEAD CLUSTER,7,OTHER ,
17028J,INCENSE BAZAAR PEACH,6,OTHER ,
17091F,SANDALWOOD INCENSE IN TIN,6,OTHER ,
17107D,FLOWER FAIRY 5 SUMMER DRAW LINERS,6,OTHER ,
20620,RED SPOTTY PASSPORT COVER,6,OTHER ,
21750, LARGE SKULL WINDMILL,6,OTHER ,
22087,Amazon,6,OTHER ,
22472,"TRAY FOR TV DINNER , DOLLY GIRL",6,OTHER ,
22474,"TRAY FOR TV DINNER ,SPACEBOY",6,OTHER ,
22932,BAKING MOULD TOFFEE CUP  CHOCOLATE,6,OTHER ,
23015,CORDIAL JUG,6,OTHER ,
23043,PAPER LANTERN 9 POINT HOLLY STAR 40,6,OTHER ,
23240,SET OF 4 KNICK KNACK TINS  DOILEY ,6,OTHER ,
23530,"WALL ART,ONLY ONE PERSON ",6,OTHER ,
23621,SET 10 CARDS DAVID'S MADONNA 17074,6,OTHER ,
35965,found,6,OTHER ,
37477C,"FLOWER FAIRY MUG+COASTER,ROSE",6,MUG,
46037A,PINK CANVAS DES CUSHION COVER ,6,OTHER ,
47593b,SCOTTIE DOGS BABY BIB,6,OTHER ,
72796A,S/3 ENGLISH LAVENDER SQU CANDLE,6,CANDLES,
78027,SEAGRASS S/2 CORNER LAUNDRY ,6,OTHER ,
84030c,KNITTED RAINBOW HOT WATER BOTTLE,6,OTHER ,
84534b,FAIRY CAKE NOTEBOOK A5 SIZE,6,OTHER ,
84705F,RED PEONY PHOTO FRAME ,6,FRAMES,
84905,PINK BUTTERFLY C/COVER ,6,OTHER ,
84914A,PINK ROSE PICNIC RUG,6,OTHER ,
84968a,SET OF 16 VINTAGE ROSE CUTLERY,6,OTHER ,
84971s,SMALL HEART FLOWERS HOOK ,6,OTHER ,
84986b,SET OF 36 SILVER PAPER DOILIES,6,OTHER ,
85035b,CHOCOLATE 3 WICK MORRIS BOX CANDLE,6,CANDLES,
85115B,S/4 BLACK DISCO PARTITION PANEL,6,OTHER ,
85127,found,6,OTHER ,
85231g,ORANGE SCENTED SET/9 T-LIGHTS,6,T-LIGHT HOLDER/ACCESSORY,
90011E,AMBER CRYSTAL DROP EARRINGS,6,OTHER ,
90025C,BAROQUE BUTTERFLY EARRINGS GREEN,6,OTHER ,
90025E,BAROQUE BUTTERFLY EARRINGS MONTANA,6,OTHER ,
90026B,GLASS BEAD HOOP NECKLACE MONTANA,6,OTHER ,
90041,PEARL AND CHERRY QUARTZ BRACLET,6,OTHER ,
90152A,SILVER/NAT SHELL NECKLACE W PENDANT,6,OTHER ,
90152B,BLUE/GREEN SHELL NECKLACE W PENDANT,6,OTHER ,
ADJUST,Adjustment by john on 26/01/2010 17,6,OTHER ,
B,Adjust bad debt,6,OTHER ,
15060b,FAIRY CAKE DESIGN UMBRELLA,5,OTHER ,
21310,CAPIZ CHANDELIER,5,OTHER ,
21343,GOLD JEWELERY BOX,5,OTHER ,
21594,Dr. Jam's Arouzer Stress Ball,5,OTHER ,
21629,SQUARE FLOOR CUSHION VINTAGE PINK ,5,OTHER ,
21919,Electronic Talking Breath-A-Loser,5,OTHER ,
23348,check,5,OTHER ,
23388,WOODLAND MINI RUCKSACK ,5,OTHER ,
23595,adjustment,5,OTHER ,
23612,SET 10 MINICARDS CUTE SNOWMAN 17071,5,OTHER ,
23634,SET 10 CARDS XMAS CHOIR 17068,5,OTHER ,
23644,SET 10 CARDS CHRISTMAS TREE 16955,5,OTHER ,
23654,SET 10 CARD SNOWMAN 16965,5,OTHER ,
46776a,WOVEN BUBBLE GUM CUSHION COVER,5,OTHER ,
47552A,DOTS IRONING BOARD COVER,5,OTHER ,
72785A,S/4 CONTEMPORY PINK ROSEBUD CANDLES,5,CANDLES,
72785B,S/4 CONTEMPORY RED ROSEBUD CANDLES,5,CANDLES,
72801e,S/4 FESTIVE GREEN DINNER CANDLES,5,CANDLES,
79157B,UBO-LIGHT TRIOBASE BLUE,5,OTHER ,
79157V,UBO-LIGHT TRIOBASE PURPLE,5,OTHER ,
82072,WHITE WOOD SINGLE P/FRAME,5,FRAMES,
84029C,BROWN FURRY HOT WATER BOTTLE,5,OTHER ,
84030B,KNITTED POM POM HOT WATER BOTTLE,5,OTHER ,
84206B,CAT WITH SUNGLASSES BLANK CARD,5,OTHER ,
84509b,SET OF 4 FAIRY CAKE PLACEMATS,5,OTHER ,
84562B,BLUE/WHITE RIBBED MELAMINE JUG,5,OTHER ,
84596g,SMALL CHOCOLATES PINK BOWL,5,OTHER ,
84617,NEW BAROQUE BLACK BOXES,5,OTHER ,
84757,ENCHANTED GARDEN WROUGHT IRON TABLE,5,OTHER ,
84875D,found,5,OTHER ,
84968B,SET OF 16 VINTAGE IVORY CUTLERY,5,OTHER ,
85014b,RED/WHITE DOTS RUFFLED UMBRELLA,5,OTHER ,
85018C,S/6 PAPER BOXES CURIOUS IMAGES ,5,OTHER ,
90021,LASER CUT MULTI STRAND NECKLACE,5,OTHER ,
90024A,NEW BAROQUE B'FLY NECKLACE BLACK,5,OTHER ,
90025D,BAROQUE BUTTERFLY EARRINGS PINK,5,OTHER ,
90060B,FIRE POLISHED GLASS NECKL GOLD,5,OTHER ,
90066A,PINK VINTAGE VICTORIAN CHOKER,5,OTHER ,
90077,BLACK DIAMOND CLUSTER EARRINGS,5,OTHER ,
90121B,VINTAGE ROSE BEAD BRACELET BLUE,5,OTHER ,
90142A,GREEN PENDANT SHELL NECKLACE,5,OTHER ,
90176B,DIAMANTE NECKLACE BLACK ,5,OTHER ,
90182B,AMETHYST 3 BEAD DROP EARRINGS,5,OTHER ,
DCGS0069,OOH LA LA DOGS COLLAR,5,OTHER ,
SP1002,KID'S CHALKBOARD/EASEL,5,OTHER ,
gift_0001_40,Dotcomgiftshop Gift Voucher £40.00,5,OTHER ,
gift_0001_50,Dotcomgiftshop Gift Voucher £50.00,5,OTHER ,
m,Manual,5,OTHER ,
20678,LARGE BLACK DIAMANTE HAIRSLIDE,4,OTHER ,
20680,PINK FLOWERS CHILDS UMBRELLA,4,OTHER ,
20905,VINTAGE KEEPSAKE BOX BEAUTY GIRL,4,OTHER ,
21539,check,4,OTHER ,
21596,Hypochondriac Pill Stress Ball,4,OTHER ,
21804,dotcom,4,OTHER ,
22201,FRYING PAN BLUE RETROSPOT,4,OTHER ,
22548,adjustment,4,OTHER ,
22777,GLASS BELL JAR LARGE,4,OTHER ,
23084,allocate stock for dotcom orders ta,4,OTHER ,
23253,16 PC CUTLERY SET PANTRY DESIGN,4,OTHER ,
23579,Sale error,4,OTHER ,
23604,SET 10 MINI SANTA & SNOWMAN  17087,4,OTHER ,
23605,SET 10 CARDS 12 DAYS OF XMAS 17059,4,OTHER ,
23608,SET 10 CARDS RUDOLPHS NOSE 17097,4,OTHER ,
23615,SET 10 CARDS PRINTED GRAPHIC 17219,4,OTHER ,
23619,SET 10 CARDS POINSETTIA 17093,4,OTHER ,
23624,SET 10 CARD PERFECT NATIVITY 17089,4,OTHER ,
23639,SET 10 CARDS MAGICAL TREE 17086,4,OTHER ,
23650,SET 10 CARDS FILIGREE BAUBLE 16961,4,OTHER ,
23702,High Resolution Image,4,OTHER ,
35918B,BLUE FLORIBUNDA EGG WARMER,4,OTHER ,
47556b,TEA TIME TEA TOWELS ,4,OTHER ,
47591C,BLUE FAIRY CAKE CHILDRENS APRON,4,OTHER ,
47591c,BLUE FAIRY CAKE CHILD'S APRON,4,OTHER ,
72817,dotcomstock,4,OTHER ,
84206B,CAT W SUNGLASSES BLANK CARD,4,OTHER ,
84507C,adjustment,4,OTHER ,
84509E,CAROUSEL PLACEMATS ,4,OTHER ,
84611B,BLACK NEW BAROQUE FLOCK BOX,4,OTHER ,
84968e,S/16 VINTAGE BLACK CUTLERY,4,OTHER ,
85035a,GARDENIA 3 WICK MORRIS BOXED CANDLE,4,CANDLES,
85039b,S/4 IVORY MINI ROSE CANDLE IN BOWL,4,CANDLES,
85049b,LUSH GREENS RIBBONS,4,OTHER ,
85132c,CHARLIE AND LOLA FIGURES TINS,4,OTHER ,
85231b,CINAMMON SET OF 9 T-LIGHTS,4,T-LIGHT HOLDER/ACCESSORY,
90011D,PURPLE CRYSTAL DROP EARRINGS,4,OTHER ,
90034,WHITE SILVER NECKLACE SHELL GLASS,4,OTHER ,
90035C,"PEARL & SHELL 42""NECKL. IVORY",4,OTHER ,
90052,CRACKED GLAZE NECKLACE BROWN,4,OTHER ,
90111,BLUE HIBISCUS  HAIR CLIP,4,OTHER ,
90136,PALE PINK/AMETHYST STONE NECKLACE,4,OTHER ,
90176E,DIAMANTE NECKLACE GREEN,4,OTHER ,
16151A,FLOWER DES BLUE HANDBAG/ORANG HANDL,3,BAG,
17136A,check,3,OTHER ,
18097B,BLUE TALL PORCELAIN T-LIGHT HOLDER,3,T-LIGHT HOLDER/ACCESSORY,
20895,VINTAGE NOTEBOOK FRENCH LETTER ,3,OTHER ,
21082,found,3,OTHER ,
21319,adjustment,3,OTHER ,
21493,VINTAGE DESIGN GIFT TAGS,3,OTHER ,
22846,"BREAD BIN, DINER STYLE, RED ",3,OTHER ,
23056,CRYSTAL CHANDELIER T-LIGHT HOLDER,3,T-LIGHT HOLDER/ACCESSORY,
23299,"FOOD COVER WITH BEADS , SET 2 SIZES",3,OTHER ,
23610,SET 10 CARDS CHRISTMAS ROBIN 17095,3,OTHER ,
23633,SET 10 CARDS WORLD CHILDREN 17067,3,OTHER ,
